,제조사,모델,모델연도,사용량,배기량,변속기,연료,연비,가격
16701,Ford, Focus,2015,45596,1.0,Manual,Petrol,61.4,7199
16702,Ford, Fiesta,2017,20533,1.0,Manual,Petrol,62.8,10399
16703,Ford, C-MAX,2014,38000,1.6,Manual,Diesel,61.4,7500
16704,Ford, Fiesta,2008,82020,1.2,Manual,Petrol,47.1,694
16705,Ford, Galaxy,2014,22000,2.0,Automatic,Diesel,47.1,10495
16706,Ford, Focus,2016,28000,1.0,Manual,Petrol,61.4,9295
16707,Ford, Focus,2014,41000,1.6,Automatic,Petrol,44.8,7495
16708,Ford, Fiesta,2017,119902,1.5,Manual,Diesel,78.5,5994
16709,Ford, Focus,2017,37166,1.0,Manual,Petrol,60.1,9975
16710,Ford, Fiesta,2016,16000,1.6,Automatic,Petrol,47.9,10475
16711,Ford, Fiesta,2011,70000,1.2,Manual,Petrol,50.4,4250
16712,Ford, KA,2013,69000,1.2,Manual,Petrol,57.7,2975
16713,Ford, Focus,2007,67000,2.5,Manual,Petrol,26.3,5995
16714,Ford, Grand Tourneo Connect,2016,13000,1.5,Manual,Diesel,64.2,13995
16715,Ford, Kuga,2016,24000,1.5,Automatic,Petrol,38.2,12995
16716,Ford, Kuga,2017,6000,1.5,Manual,Diesel,64.2,12995
16717,Ford, Focus,2017,19000,1.0,Manual,Petrol,61.4,10295
16718,Ford, Focus,2016,11000,1.0,Manual,Petrol,60.1,10995
16719,Ford, Focus,2016,10703,1.6,Automatic,Petrol,44.8,11499
16720,Ford, S-MAX,2017,39065,2.0,Manual,Diesel,56.5,15450
16721,Ford, Kuga,2017,14119,1.5,Automatic,Petrol,38.2,14499
16722,Ford, Fiesta,2014,45000,1.0,Manual,Petrol,62.8,7995
16723,Ford, Fiesta,2015,20000,1.0,Manual,Petrol,65.7,8995
16724,Ford, Fiesta,2011,67120,1.6,Manual,Petrol,48.7,5150
16725,Ford, Fiesta,2016,39949,1.2,Manual,Petrol,54.3,6250
16726,Ford, Mondeo,2012,74099,2.0,Manual,Diesel,53.3,6250
16727,Ford, Fiesta,2014,32965,1.2,Manual,Petrol,54.3,6850
16728,Ford, Focus,2009,93400,1.6,Manual,Petrol,42.2,2995
16729,Ford, Fiesta,2015,20712,1.0,Manual,Petrol,65.7,8450
16730,Ford, Galaxy,2013,60000,2.0,Automatic,Diesel,47.1,8495
16731,Ford, Focus,2005,40000,1.6,Manual,Petrol,44.1,1995
16732,Ford, KA,2010,90000,1.2,Manual,Diesel,67.3,2995
16733,Ford, Focus,2014,53000,1.0,Manual,Petrol,60.1,7295
16734,Ford, C-MAX,2016,45254,1.5,Manual,Diesel,68.9,7299
16735,Ford, B-MAX,2012,39384,1.6,Manual,Diesel,70.6,6399
16736,Ford, Fiesta,2015,44074,1.5,Manual,Diesel,76.4,7449
16737,Ford, Fiesta,2016,48138,1.0,Manual,Petrol,65.7,6999
16738,Ford, Kuga,2018,50226,1.5,Manual,Diesel,64.2,13559
16739,Ford, Fiesta,2018,37737,1.5,Manual,Diesel,58.9,10399
16740,Ford, Galaxy,2016,18517,2.0,Automatic,Diesel,52.3,19999
16741,Ford, Fiesta,2017,10604,1.0,Manual,Petrol,65.7,8799
16742,Ford, KA,2016,23511,1.2,Manual,Petrol,57.7,6084
16743,Ford, Fiesta,2017,8758,1.2,Manual,Petrol,54.3,8959
16744,Ford, Focus,2018,13264,1.0,Manual,Petrol,57.7,12299
16745,Ford, Grand C-MAX,2018,19035,1.5,Manual,Diesel,64.2,14999
16746,Ford, Fiesta,2016,25049,1.0,Manual,Petrol,62.8,10499
16747,Ford, Fiesta,2017,18419,1.0,Manual,Petrol,62.8,11499
16748,Ford, Fiesta,2013,75639,1.0,Manual,Petrol,65.7,5999
16749,Ford, Focus,2018,9533,1.0,Manual,Petrol,57.7,13699
16750,Ford, Focus,2018,13678,1.0,Manual,Petrol,57.7,11999
16751,Ford, Focus,2016,17507,1.5,Manual,Diesel,74.3,10299
16752,Ford, Fiesta,2016,31713,1.6,Manual,Petrol,47.9,10489
16753,Ford, Fiesta,2016,38903,1.0,Manual,Petrol,62.8,8549
16754,Ford, Galaxy,2017,41757,2.0,Automatic,Diesel,52.3,16599
16755,Ford, Focus,2015,37737,2.0,Manual,Diesel,67.3,11999
16756,Ford, Fiesta,2013,38321,1.0,Manual,Petrol,65.7,5599
16757,Ford, Mondeo,2013,76563,2.0,Manual,Diesel,57.7,5699
16758,Ford, Focus,2014,63785,1.0,Manual,Petrol,56.5,5799
16759,Ford, Galaxy,2013,73701,2.0,Automatic,Diesel,47.1,7599
16760,Ford, Fiesta,2015,49997,1.0,Manual,Petrol,65.7,7399
16761,Ford, Focus,2018,17431,1.0,Manual,Petrol,57.7,11999
16762,Ford, Focus,2018,27962,1.0,Manual,Petrol,57.7,10999
16763,Ford, Focus,2018,25084,1.0,Manual,Petrol,57.7,11199
16764,Ford, Focus,2015,41699,2.0,Manual,Diesel,67.3,13499
16765,Ford, Focus,2016,25544,1.5,Manual,Diesel,74.3,10061
16766,Ford, Focus,2018,16963,1.5,Manual,Diesel,74.3,13299
16767,Ford, Focus,2015,45363,1.5,Manual,Diesel,74.3,7499
16768,Ford, Focus,2018,31611,1.0,Manual,Petrol,60.1,10999
16769,Ford, Fiesta,2016,25250,1.0,Manual,Petrol,62.8,9199
16770,Ford, Fiesta,2016,16283,1.0,Manual,Petrol,65.7,9749
16771,Ford, Fiesta,2014,27540,1.2,Manual,Petrol,54.3,6899
16772,Ford, Focus,2016,38532,2.0,Manual,Diesel,67.3,13999
16773,Ford, Fiesta,2017,36643,1.0,Manual,Petrol,62.8,9699
16774,Ford, Kuga,2017,32523,2.0,Manual,Diesel,60.1,15499
16775,Ford, Focus,2018,25065,2.0,Manual,Diesel,67.3,17499
16776,Ford, Fiesta,2015,16754,1.0,Manual,Petrol,65.7,8549
16777,Ford, Fiesta,2015,14782,1.0,Manual,Petrol,62.8,9369
16778,Ford, Grand C-MAX,2016,77710,1.5,Manual,Diesel,64.2,8749
16779,Ford, Fiesta,2017,31233,1.5,Manual,Diesel,78.5,8449
16780,Ford, Mondeo,2018,40517,2.0,Automatic,Diesel,45.6,13699
16781,Ford, Focus,2017,22214,1.5,Manual,Diesel,74.3,11999
16782,Ford, Kuga,2018,34947,1.5,Automatic,Diesel,58.9,12999
16783,Ford, Fiesta,2016,21390,1.2,Manual,Petrol,54.3,7999
16784,Ford, Focus,2016,17606,1.5,Manual,Diesel,74.3,10499
16785,Ford, EcoSport,2016,24607,1.0,Manual,Petrol,52.3,9389
16786,Ford, Focus,2016,40344,1.5,Manual,Diesel,74.3,8299
16787,Ford, Focus,2018,11736,2.0,Manual,Petrol,41.5,18699
16788,Ford, Focus,2007,78000,1.6,Manual,Diesel,58.9,2495
16789,Ford, Focus,2010,88000,1.6,Manual,Petrol,42.2,2995
16790,Ford, Fiesta,2015,32000,1.0,Semi-Auto,Petrol,57.7,7500
16791,Ford, Focus,2019,11229,1.0,Manual,Petrol,60.1,14699
16792,Ford, Fiesta,2016,8381,1.5,Manual,Diesel,78.5,8999
16793,Ford, B-MAX,2014,22595,1.0,Manual,Petrol,57.7,7199
16794,Ford, Fiesta,2011,76648,1.6,Manual,Petrol,47.9,5495
16795,Ford, Fiesta,2013,44080,1.0,Manual,Petrol,65.7,5995
16796,Ford, Fiesta,2012,65177,1.6,Manual,Petrol,47.9,6995
16797,Ford, Focus,2015,69344,1.0,Manual,Petrol,61.4,7450
16798,Ford, KA,2015,49942,1.2,Manual,Petrol,57.7,4450
16799,Ford, Focus,2012,31626,1.6,Manual,Petrol,47.9,6650
16800,Ford, Mondeo,2017,48664,2.0,Manual,Diesel,65.7,12450
16801,Ford, Kuga,2013,67227,2.0,Manual,Diesel,53.3,7499
16802,Ford, Kuga,2015,60231,2.0,Manual,Diesel,60.1,10999
16803,Ford, Fiesta,2016,31877,1.2,Manual,Petrol,54.3,7299
16804,Ford, S-MAX,2018,21317,2.0,Manual,Diesel,56.5,18949
16805,Ford, Kuga,2016,27271,2.0,Manual,Diesel,60.1,11999
16806,Ford, Fiesta,2018,39271,1.5,Manual,Diesel,58.9,10199
16807,Ford, Mondeo,2017,37159,2.0,Manual,Diesel,68.9,10895
16808,Ford, Focus,2016,17907,1.5,Manual,Diesel,74.3,9999
16809,Ford, Focus,2017,12961,1.0,Manual,Petrol,57.7,11999
16810,Ford, Focus,2015,21147,1.5,Automatic,Petrol,46.3,10699
16811,Ford, Mondeo,2005,108000,1.8,Manual,Petrol,36.2,675
16812,Ford, Kuga,2019,11494,1.5,Manual,Petrol,39.2,16399
16813,Ford, Mondeo,2016,75374,2.0,Manual,Diesel,68.9,8759
16814,Ford, Grand C-MAX,2016,54727,1.5,Manual,Diesel,64.2,8599
16815,Ford, Focus,2007,50403,1.6,Automatic,Petrol,37.1,2799
16816,Ford, Fiesta,2009,70103,1.2,Manual,Petrol,47.1,2799
16817,Ford, Focus,2009,67416,1.6,Manual,Petrol,42.2,3299
16818,Ford, Fiesta,2011,29475,1.4,Automatic,Petrol,42.8,5799
16819,Ford, Focus,2003,56064,2.0,Manual,Petrol,31.0,3999
16820,Ford, Focus,2011,54901,1.6,Manual,Petrol,47.9,5499
16821,Ford, Fiesta,2012,41798,1.4,Manual,Petrol,48.7,4999
16822,Ford, Focus,2009,39911,1.6,Automatic,Petrol,37.7,4299
16823,Ford, Fiesta,2016,17679,1.2,Manual,Petrol,54.3,8375
16824,Ford, Fiesta,2014,41274,1.0,Manual,Petrol,65.7,6995
16825,Ford, Fiesta,2018,20000,1.0,Automatic,Petrol,48.7,11995
16826,Ford, Focus,2011,30000,1.6,Manual,Petrol,47.9,6295
16827,Ford, KA,2013,65000,1.2,Manual,Petrol,57.7,3695
16828,Ford, Fiesta,2008,56000,1.4,Manual,Petrol,49.6,4490
16829,Ford, Mondeo,2014,94000,1.6,Manual,Diesel,65.7,5290
16830,Ford, Mondeo,2009,79000,1.8,Manual,Diesel,48.7,3790
16831,Ford, Mondeo,2014,69000,2.0,Manual,Diesel,61.4,7990
16832,Ford, Fiesta,2012,63000,2.0,Manual,Diesel,50.4,4350
16833,Ford, Focus,2012,46849,1.6,Manual,Diesel,67.3,7000
16834,Ford, Focus,2015,20907,1.0,Manual,Petrol,60.1,9300
16835,Ford, Fiesta,2016,42000,1.2,Manual,Petrol,54.3,6995
16836,Ford, EcoSport,2014,55000,1.5,Manual,Petrol,44.8,7495
16837,Ford, Galaxy,2010,92000,2.0,Manual,Diesel,49.6,6995
16838,Ford, Focus,2010,41557,1.6,Manual,Petrol,42.8,4799
16839,Ford, Fusion,2007,62233,1.6,Manual,Petrol,42.8,2299
16840,Ford, Fiesta,2008,54733,1.6,Manual,Petrol,47.9,4299
16841,Ford, Fusion,2008,55789,1.6,Manual,Petrol,37.2,3199
16842,Ford, Focus,2007,68000,2.5,Manual,Petrol,26.3,6995
16843,Ford, Focus,2016,47000,1.0,Manual,Petrol,60.1,7950
16844,Ford, Fiesta,2016,37885,1.0,Manual,Petrol,62.8,8250
16845,Ford, Focus,2008,91000,1.0,Manual,Petrol,51.4,3000
16846,Ford, Kuga,2018,47500,1.5,Manual,Petrol,45.6,14750
16847,Ford, EcoSport,2018,8200,1.0,Manual,Petrol,51.4,14650
16848,Ford, Focus,2017,20000,1.0,Automatic,Petrol,51.4,12000
16849,Ford, KA,2016,43151,1.2,Manual,Petrol,57.7,4500
16850,Ford, Fiesta,2013,41000,1.0,Manual,Petrol,65.7,6495
16851,Ford, Fiesta,2014,52000,1.0,Manual,Petrol,65.7,6195
16852,Ford, Focus,2013,43000,1.6,Manual,Petrol,47.9,6695
16853,Ford, Fiesta,2014,38000,1.2,Manual,Petrol,54.3,6000
16854,Ford, Fiesta,2014,37000,1.0,Manual,Petrol,65.7,7295
16855,Ford, C-MAX,2015,53172,1.6,Manual,Diesel,61.4,6495
16856,Ford, Fiesta,2016,45000,1.0,Manual,Petrol,62.8,8295
16857,Ford, KA,2009,24000,1.2,Manual,Petrol,55.4,3695
16858,Ford, Fiesta,2011,66000,1.6,Manual,Petrol,47.9,5195
16859,Ford, Kuga,2018,17881,1.5,Manual,Petrol,45.6,15721
16860,Ford, EcoSport,2018,19854,1.0,Manual,Petrol,54.3,11500
16861,Ford, Fiesta,2009,50000,1.6,Manual,Petrol,47.9,4995
16862,Ford, Mondeo,2007,127000,1.8,Manual,Petrol,37.2,1495
16863,Ford, Fiesta,2010,83000,1.4,Manual,Petrol,48.7,4295
16864,Ford, Focus,2012,73000,1.6,Manual,Diesel,67.3,5495
16865,Ford, Fiesta,2010,90000,1.4,Manual,Petrol,49.6,3995
16866,Ford, Focus,2008,73000,1.6,Manual,Petrol,42.2,3495
16867,Ford, Focus,2009,93000,1.6,Manual,Petrol,42.8,3995
16868,Ford, Focus,2010,100000,1.6,Manual,Diesel,62.8,3495
16869,Ford, Mondeo,2014,98000,2.0,Automatic,Diesel,50.4,5795
16870,Ford, B-MAX,2013,70470,1.4,Manual,Petrol,47.1,5000
16871,Ford, Fiesta,2016,65140,1.0,Manual,Petrol,65.7,7500
16872,Ford, Fiesta,2016,43680,1.5,Manual,Diesel,88.3,7695
16873,Ford, S-MAX,2017,111770,2.0,Manual,Diesel,56.5,11295
16874,Ford, Kuga,2015,88650,2.0,Manual,Diesel,60.1,9295
16875,Ford, Fiesta,2012,43008,1.4,Manual,Diesel,68.9,5995
16876,Ford, Fiesta,2012,54700,1.4,Manual,Diesel,68.9,4995
16877,Ford, B-MAX,2013,35000,1.4,Manual,Petrol,47.1,5895
16878,Ford, Escort,1996,50000,1.8,Manual,Petrol,34.4,3000
16879,Ford, Focus,2017,22327,1.5,Manual,Petrol,51.4,12295
16880,Ford, Focus,2017,18006,1.5,Manual,Diesel,74.3,12259
16881,Ford, Focus,2016,33228,1.0,Manual,Petrol,60.1,9899
16882,Ford, S-MAX,2016,65904,2.0,Manual,Diesel,56.5,13379
16883,Ford, Focus,2016,44973,1.5,Manual,Diesel,83.1,8299
16884,Ford, Kuga,2019,18386,1.5,Manual,Petrol,34.4,16199
16885,Ford, C-MAX,2016,17442,1.5,Manual,Diesel,68.9,9999
16886,Ford, Focus,2018,5889,1.0,Manual,Petrol,57.7,13439
16887,Ford, Fiesta,2014,34600,1.0,Manual,Petrol,65.7,8279
16888,Ford, Fiesta,2014,20129,1.2,Manual,Petrol,54.3,7199
16889,Ford, Fiesta,2012,83000,1.6,Manual,Diesel,85.6,3995
16890,Ford, Focus,2013,44235,1.0,Manual,Petrol,58.9,6199
16891,Ford, Fiesta,2015,18380,1.2,Manual,Petrol,54.3,7759
16892,Ford, Kuga,2018,13805,1.5,Manual,Diesel,54.3,15649
16893,Ford, KA,2014,51534,1.2,Manual,Petrol,57.7,4689
16894,Ford, Focus,2018,20417,1.0,Manual,Petrol,60.1,11799
16895,Ford, Fiesta,2016,86046,1.5,Manual,Diesel,78.5,5599
16896,Ford, Focus,2015,61491,1.0,Manual,Petrol,60.1,7899
16897,Ford, Fiesta,2013,51000,1.2,Manual,Petrol,54.3,5879
16898,Ford, Mondeo,2018,27206,2.0,Manual,Diesel,62.8,14599
16899,Ford, Puma,2002,108000,1.7,Manual,Petrol,38.2,2195
16900,Ford, Puma,2002,69000,1.6,Manual,Petrol,38.7,2695
16901,Ford, Focus,2012,79000,1.6,Automatic,Petrol,44.1,6495
16902,Ford, Galaxy,2005,114000,2.3,Manual,Petrol,28.0,1995
16903,Ford, Fiesta,2012,83009,1.4,Manual,Diesel,68.9,3999
16904,Ford, Focus,2005,121000,2.0,Manual,Petrol,39.8,675
16905,Ford, Mondeo,2007,110000,2.0,Manual,Diesel,47.9,1200
16906,Ford, Mondeo,2008,1,2.0,Manual,Diesel,47.9,1299
16907,Ford, Fiesta,2004,74000,1.2,Manual,Petrol,45.6,950
16908,Ford, Fiesta,2015,52080,1.0,Manual,Petrol,65.7,6990
16909,Ford, C-MAX,2014,51168,1.0,Manual,Petrol,55.4,7290
16910,Ford, Fiesta,2014,15749,1.0,Automatic,Petrol,57.7,8679
16911,Ford, Fiesta,2016,20525,1.0,Manual,Petrol,65.7,7769
16912,Ford, Fiesta,2016,30738,1.0,Manual,Petrol,65.7,9299
16913,Ford, Kuga,2015,42583,2.0,Automatic,Diesel,52.3,13499
16914,Ford, Focus,2015,45395,1.5,Manual,Diesel,74.3,7999
16915,Ford, Kuga,2015,41347,2.0,Manual,Diesel,54.3,10995
16916,Ford, Kuga,2016,42746,2.0,Automatic,Diesel,52.3,12250
16917,Ford, Focus,2013,29750,1.6,Manual,Diesel,76.4,6699
16918,Ford, Fiesta,2015,24002,1.2,Manual,Petrol,54.3,7799
16919,Ford, Focus,2016,37458,1.5,Manual,Diesel,74.3,8799
16920,Ford, KA,2019,5000,1.2,Manual,Petrol,47.9,10000
16921,Ford, Kuga,2019,5398,2.0,Manual,Diesel,37.7,22500
16922,Ford, C-MAX,2016,28136,1.5,Manual,Diesel,68.9,9000
16923,Ford, Focus,2020,100,1.0,Manual,Petrol,60.1,18500
16924,Ford, Focus,2007,63000,1.8,Manual,Petrol,39.8,2995
16925,Ford, KA,2010,19000,1.2,Manual,Petrol,55.4,3995
16926,Ford, Focus,2016,29705,1.0,Manual,Petrol,60.1,10250
16927,Ford, Fiesta,2014,13220,1.0,Manual,Petrol,65.7,7500
16928,Ford, Fiesta,2016,18323,1.0,Automatic,Petrol,57.7,12000
16929,Ford, Fiesta,2020,100,1.0,Manual,Petrol,58.9,16000
16930,Ford, EcoSport,2020,500,1.0,Manual,Petrol,53.3,17500
16931,Ford, S-MAX,2016,35000,2.0,Automatic,Diesel,56.5,17500
16932,Ford, Fiesta,2016,22119,1.0,Manual,Petrol,65.7,8500
16933,Ford, Kuga,2016,46729,2.0,Manual,Diesel,60.1,13000
16934,Ford, C-MAX,2014,33159,1.6,Manual,Diesel,61.4,7000
16935,Ford, S-MAX,2019,3450,2.0,Automatic,Diesel,51.4,35000
16936,Ford, Fiesta,2018,22600,1.0,Manual,Petrol,65.7,10250
16937,Ford, Fiesta,2018,23022,1.0,Manual,Petrol,65.7,10250
16938,Ford, Fiesta,2016,30952,1.0,Manual,Petrol,65.7,8250
16939,Ford, Mondeo,2012,151000,1.6,Manual,Diesel,65.7,3495
16940,Ford, KA,2009,73000,1.2,Manual,Petrol,55.4,2995
16941,Ford, Fiesta,2011,45000,1.2,Manual,Petrol,50.4,4995
16942,Ford, Ka+,2018,5000,1.2,Manual,Petrol,47.9,8990
16943,Ford, Galaxy,2013,67000,2.0,Manual,Diesel,49.6,9290
16944,Ford, Fiesta,2017,13903,1.5,Manual,Diesel,78.5,11000
16945,Ford, KA,2008,77000,1.3,Manual,Petrol,43.5,1550
16946,Ford, Galaxy,2008,174000,1.8,Manual,Diesel,44.8,3995
16947,Ford, Focus,2009,139600,1.6,Manual,Petrol,48.7,1695
16948,Ford, Fiesta,2016,29812,1.0,Manual,Petrol,65.7,11000
16949,Ford, S-MAX,2011,113000,2.0,Manual,Diesel,47.1,5995
16950,Ford, S-MAX,2007,129000,1.8,Manual,Diesel,45.6,2995
16951,Ford, Focus,2015,91000,1.6,Manual,Diesel,67.3,5995
16952,Ford, Focus,2017,78000,1.5,Manual,Diesel,74.3,7495
16953,Ford, Focus,2016,40000,1.5,Manual,Diesel,74.3,9595
16954,Ford, Focus,2009,75000,1.6,Manual,Petrol,42.2,3495
16955,Ford, S-MAX,2017,21787,2.0,Manual,Diesel,56.5,19000
16956,Ford, Edge,2017,26818,2.0,Automatic,Diesel,47.9,24000
16957,Ford, Focus,2017,41495,1.5,Manual,Diesel,74.3,11250
16958,Ford, Focus,2019,768,1.0,Manual,Petrol,60.1,17650
16959,Ford, Focus,2019,9500,1.5,Manual,Petrol,46.3,18000
16960,Ford, Fiesta,2012,36000,1.4,Manual,Petrol,48.7,6495
16961,Ford, Fiesta,2018,14861,1.5,Manual,Diesel,88.3,10600
16962,Ford, Fiesta,2014,34922,1.6,Manual,Petrol,47.9,11000
16963,Ford, KA,2013,35708,1.2,Manual,Petrol,57.7,3895
16964,Ford, Galaxy,2013,52100,2.0,Automatic,Diesel,47.1,9795
16965,Ford, C-MAX,2009,87500,1.8,Manual,Petrol,39.8,2995
16966,Ford, Fiesta,2008,78500,1.2,Manual,Petrol,47.1,2695
16967,Ford, Fiesta,2009,63400,1.4,Manual,Petrol,49.6,3995
16968,Ford, Fiesta,2015,42000,1.2,Manual,Petrol,54.3,6395
16969,Ford, Fiesta,2006,63100,1.2,Manual,Petrol,47.1,2395
16970,Ford, Focus,2003,89630,1.6,Manual,Petrol,40.9,1695
16971,Ford, Fiesta,2011,86440,1.4,Manual,Petrol,48.7,4295
16972,Ford, Fiesta,2007,63000,1.2,Manual,Petrol,47.1,2795
16973,Ford, Fusion,2006,69255,1.4,Manual,Petrol,43.5,2495
16974,Ford, Kuga,2012,48049,2.0,Manual,Diesel,47.1,8995
16975,Ford, Mondeo,2008,85500,2.0,Manual,Petrol,35.8,3295
16976,Ford, Fiesta,2004,88936,1.4,Manual,Petrol,44.1,2295
16977,Ford, Focus,2012,79094,1.6,Manual,Petrol,47.9,5795
16978,Ford, Focus,2005,87530,2.0,Manual,Petrol,39.8,2295
16979,Ford, Focus,2010,89520,1.6,Manual,Petrol,42.2,3795
16980,Ford, Fiesta,2008,77570,1.2,Manual,Petrol,47.1,2695
16981,Ford, Focus,2008,91000,1.6,Manual,Petrol,42.1,2895
16982,Ford, Fiesta,2006,73370,1.2,Manual,Petrol,47.1,2395
16983,Ford, Fiesta,2011,86451,1.4,Manual,Petrol,48.7,4295
16984,Ford, Focus,2007,61000,1.6,Manual,Petrol,40.4,2695
16985,Ford, Kuga,2009,54094,2.0,Manual,Diesel,44.1,6295
16986,Ford, Kuga,2009,91770,2.0,Manual,Diesel,44.1,4995
16987,Ford, Fusion,2008,105000,1.6,Manual,Petrol,42.8,1895
16988,Ford, Fiesta,2019,6,1.0,Automatic,Petrol,48.7,18949
16989,Ford, Fiesta,2017,22000,1.0,Manual,Petrol,65.7,9450
16990,Ford, Focus,2016,8598,1.5,Automatic,Petrol,46.3,13651
16991,Ford, Focus,2016,32963,1.5,Manual,Diesel,74.3,9552
16992,Ford, Kuga,2017,14293,2.0,Automatic,Diesel,54.3,20450
16993,Ford, B-MAX,2017,4880,1.0,Manual,Petrol,55.4,10283
16994,Ford, Focus,2017,23881,1.0,Manual,Petrol,60.1,10811
16995,Ford, KA,2009,92000,1.2,Manual,Petrol,55.4,2350
16996,Ford, Focus,2011,35000,1.6,Manual,Petrol,47.1,5750
16997,Ford, EcoSport,2017,10113,1.5,Automatic,Petrol,44.8,10837
16998,Ford, Focus,2019,675,1.0,Automatic,Petrol,42.8,19337
16999,Ford, Fiesta,2018,6654,1.0,Manual,Petrol,58.9,12282
17000,Ford, Grand C-MAX,2017,10546,1.0,Manual,Petrol,54.3,12450
17001,Ford, Grand C-MAX,2019,7570,1.0,Manual,Petrol,47.9,14450
17002,Ford, Focus,2017,36590,1.0,Manual,Petrol,61.4,9950
17003,Ford, KA,2018,15179,1.2,Manual,Petrol,57.7,8217
17004,Ford, Mondeo,2011,29901,2.0,Automatic,Petrol,36.7,8950
17005,Ford, Fiesta,2017,19910,1.2,Manual,Petrol,54.3,8950
17006,Ford, Kuga,2016,89670,2.0,Manual,Diesel,60.1,10000
17007,Ford, Kuga,2017,82240,2.0,Manual,Diesel,54.3,11500
17008,Ford, Mondeo,2016,102370,2.0,Automatic,Hybrid,67.3,10295
17009,Ford, Fiesta,2017,28903,1.0,Manual,Petrol,65.7,8137
17010,Ford, Mondeo,2016,99490,2.0,Manual,Diesel,65.7,8295
17011,Ford, Fiesta,2017,36440,1.5,Manual,Diesel,78.5,7695
17012,Ford, Focus,2014,75170,1.0,Manual,Petrol,56.5,5500
17013,Ford, Mondeo,2015,109880,2.0,Automatic,Diesel,58.9,8000
17014,Ford, EcoSport,2019,1350,1.0,Manual,Petrol,51.4,18495
17015,Ford, Fiesta,2019,1598,1.0,Manual,Petrol,58.9,12099
17016,Ford, Fiesta,2019,17,1.0,Manual,Petrol,58.9,12096
17017,Ford, Fiesta,2019,791,1.0,Manual,Petrol,58.9,12096
17018,Ford, Fiesta,2017,14415,1.0,Manual,Petrol,65.7,10103
17019,Ford, EcoSport,2019,25,1.0,Automatic,Petrol,45.6,18495
17020,Ford, EcoSport,2019,8,1.0,Automatic,Petrol,45.6,18495
17021,Ford, Kuga,2019,50,2.0,Manual,Diesel,38.2,20495
17022,Ford, Kuga,2019,5200,2.0,Manual,Diesel,47.9,22367
17023,Ford, EcoSport,2019,2657,1.0,Manual,Petrol,51.4,17994
17024,Ford, Focus,2019,1813,1.0,Manual,Petrol,49.6,20993
17025,Ford, S-MAX,2016,46200,2.0,Automatic,Diesel,52.3,15880
17026,Ford, S-MAX,2015,38000,2.0,Automatic,Petrol,35.8,16990
17027,Ford, Focus,2017,19000,1.0,Manual,Petrol,61.4,8990
17028,Ford, KA,2013,51000,1.2,Manual,Petrol,57.7,4490
17029,Ford, Fiesta,2019,13,1.0,Manual,Petrol,56.5,14175
17030,Ford, Fiesta,2017,16301,1.0,Manual,Petrol,62.8,10892
17031,Ford, Focus,2015,80208,1.6,Automatic,Petrol,44.8,6995
17032,Ford, Focus,2017,33173,1.0,Manual,Petrol,61.4,9675
17033,Ford, Fiesta,2017,13085,1.5,Manual,Diesel,78.5,9275
17034,Ford, Focus,2013,51000,1.6,Manual,Diesel,67.3,7495
17035,Ford, Mondeo,2012,51000,2.0,Manual,Diesel,53.3,7995
17036,Ford, Focus,2012,36000,1.6,Manual,Petrol,47.9,6995
17037,Ford, Fiesta,2012,45000,1.2,Manual,Petrol,50.4,5995
17038,Ford, Kuga,2014,45000,2.0,Manual,Diesel,53.3,10995
17039,Ford, Kuga,2017,21845,1.5,Automatic,Petrol,38.2,15990
17040,Ford, Fiesta,2017,7824,1.0,Manual,Petrol,65.7,10290
17041,Ford, Fiesta,2016,54277,1.0,Manual,Petrol,65.7,7290
17042,Ford, Fiesta,2014,39404,1.6,Semi-Auto,Petrol,47.9,7490
17043,Ford, Fiesta,2017,65290,1.5,Manual,Diesel,88.3,6795
17044,Ford, Focus,2018,20000,1.0,Manual,Petrol,58.9,12990
17045,Ford, Fiesta,2014,38192,1.0,Manual,Petrol,65.7,6698
17046,Ford, Fiesta,2016,32688,1.5,Manual,Diesel,76.4,7298
17047,Ford, Fiesta,2016,19799,1.2,Manual,Petrol,54.3,7698
17048,Ford, KA,2011,66561,1.2,Manual,Petrol,57.7,3698
17049,Ford, Fiesta,2015,54000,1.5,Manual,Diesel,76.4,5998
17050,Ford, C-MAX,2015,48025,1.0,Manual,Petrol,55.4,6999
17051,Ford, B-MAX,2013,40306,1.0,Manual,Petrol,55.4,5999
17052,Ford, KA,2014,21200,1.2,Manual,Petrol,57.7,5499
17053,Ford, Focus,2009,90000,1.8,Manual,Diesel,54.2,3895
17054,Ford, Fiesta,2007,50000,1.4,Manual,Petrol,45.6,2895
17055,Ford, Focus,2009,104000,2.0,Manual,Diesel,47.9,2695
17056,Ford, KA,2010,48000,1.2,Manual,Petrol,55.4,2995
17057,Ford, B-MAX,2013,45000,1.4,Manual,Petrol,47.1,6995
17058,Ford, Fiesta,2013,23000,1.2,Manual,Petrol,54.3,5498
17059,Ford, Mondeo,2018,10999,2.0,Automatic,Diesel,57.7,20000
17060,Ford, KA,2014,43001,1.2,Manual,Petrol,57.7,4250
17061,Ford, Mondeo,2017,22000,2.0,Automatic,Petrol,37.2,17490
17062,Ford, Kuga,2015,29000,1.5,Automatic,Petrol,38.2,14990
17063,Ford, B-MAX,2017,30000,1.0,Manual,Petrol,57.7,8990
17064,Ford, Fiesta,2018,37289,1.0,Automatic,Petrol,54.3,11250
